examiner;id;species
Ahmad;5223;Iris-virginica
Matteo;5224;Iris-virginica
Sobhan;5225;Iris-virginica
Andrej;5226;Iris-virginica
Ahmad;5227;Iris-virginica
Matteo;5228;Iris-virginica
Andrej;5230;Iris-virginica
Ahmad;5231;Iris-virginica
Matteo;5232;Iris-virginica
Sobhan;5233;Iris-virginica
Ahmad;5235;Iris-virginica
Matteo;5236;Iris-virginica
Sobhan;5237;Iris-virginica
Andrej;5238;Iris-virginica
Ahmad;5239;Iris-virginica
Matteo;5240;Iris-virginica
Sobhan;5241;Iris-virginica
Ahmad;5243;Iris-virginica
Matteo;5244;Iris-virginica
Sobhan;5245;Iris-virginica
Andrej;5246;Iris-virginica
Ahmad;5247;Iris-virginica
Matteo;5248;Iris-virginica
Sobhan;5249;Iris-virginica
Andrej;5250;Iris-virginica
Sobhan;5251;Iris-setosa
Andrej;5252;Iris-setosa
Sobhan;5255;Iris-setosa
Andrej;5256;Iris-setosa
Ahmad;5257;Iris-setosa
Matteo;5258;Iris-setosa
Sobhan;5259;Iris-setosa
Andrej;5260;Iris-setosa
Matteo;5262;Iris-setosa
Sobhan;5263;Iris-setosa
Andrej;5264;Iris-setosa
Ahmad;5265;Iris-setosa
Matteo;5266;Iris-setosa
Sobhan;5267;Iris-setosa
Andrej;5268;Iris-setosa
Ahmad;5269;Iris-setosa
Matteo;5270;Iris-setosa
Ahmad;5273;Iris-setosa
Matteo;5274;Iris-setosa
Sobhan;5275;Iris-setosa
Andrej;5276;Iris-setosa
Ahmad;5277;Iris-setosa
Matteo;5278;Iris-setosa
Sobhan;5279;Iris-setosa
Andrej;5280;Iris-setosa
Ahmad;5281;Iris-setosa
Matteo;5282;Iris-setosa
Sobhan;5283;Iris-setosa
Andrej;5284;Iris-setosa
Ahmad;5285;Iris-setosa
Matteo;5286;Iris-setosa
Sobhan;5287;Iris-setosa
Andrej;5288;Iris-setosa
Ahmad;5289;Iris-setosa
Matteo;5290;Iris-setosa
Sobhan;5291;Iris-setosa
Andrej;5292;Iris-setosa
Ahmad;5293;Iris-setosa
Matteo;5294;Iris-setosa
Sobhan;5295;Iris-setosa
Ahmad;5297;Iris-setosa
Matteo;5298;Iris-setosa
Sobhan;5299;Iris-setosa
Andrej;5300;Iris-setosa
Ahmad;5301;Iris-versicolor
Matteo;5302;Iris-versicolor
Ahmad;5305;Iris-versicolor
Ahmad;5309;Iris-versicolor
Sobhan;5315;Iris-versicolor
Andrej;5316;Iris-versicolor
Sobhan;5319;Iris-versicolor
Andrej;5320;Iris-versicolor
Ahmad;5321;Iris-versicolor
Matteo;5322;Iris-versicolor
Andrej;5324;Iris-versicolor
Sobhan;5335;Iris-versicolor
Sobhan;5347;Iris-versicolor
Matteo;5350;Iris-versicolor
Sobhan;5351;Iris-virginica
Andrej;5352;Iris-virginica
Sobhan;5355;Iris-virginica
Andrej;5356;Iris-virginica
Ahmad;5357;Iris-virginica
Matteo;5358;Iris-virginica
Sobhan;5359;Iris-virginica
Andrej;5360;Iris-virginica
Ahmad;5361;Iris-virginica
Matteo;5362;Iris-virginica
Sobhan;5363;Iris-virginica
Ahmad;5365;Iris-virginica
Matteo;5366;Iris-virginica
Sobhan;5367;Iris-virginica
Andrej;5368;Iris-virginica
Ahmad;5369;Iris-virginica
Matteo;5370;Iris-virginica
Sobhan;5371;Iris-virginica
Ahmad;5373;Iris-virginica
Matteo;5374;Iris-virginica
Sobhan;5375;Iris-virginica
Andrej;5376;Iris-virginica
Ahmad;5377;Iris-virginica
Matteo;5378;Iris-virginica
Sobhan;5379;Iris-virginica
Andrej;5380;Iris-virginica
Ahmad;5381;Iris-virginica
Matteo;5382;Iris-virginica
Sobhan;5383;Iris-virginica
Andrej;5384;Iris-virginica
Ahmad;5385;Iris-virginica
Matteo;5386;Iris-virginica
Sobhan;5387;Iris-virginica
Andrej;5388;Iris-virginica
Ahmad;5389;Iris-virginica
Matteo;5390;Iris-virginica
Sobhan;5391;Iris-virginica
Andrej;5392;Iris-virginica
Ahmad;5393;Iris-virginica
Matteo;5394;Iris-virginica
Sobhan;5395;Iris-virginica
Andrej;5396;Iris-virginica
Ahmad;5397;Iris-virginica
Matteo;5398;Iris-virginica
Sobhan;5399;Iris-virginica
Andrej;5400;Iris-virginica
Sobhan;5401;Iris-setosa
Andrej;5402;Iris-setosa
Ahmad;5403;Iris-setosa
Sobhan;5405;Iris-setosa
Andrej;5406;Iris-setosa
Ahmad;5407;Iris-setosa
Matteo;5408;Iris-setosa
Sobhan;5409;Iris-setosa
Andrej;5410;Iris-setosa
Ahmad;5411;Iris-setosa
Matteo;5412;Iris-setosa
Sobhan;5413;Iris-setosa
Andrej;5414;Iris-setosa
Ahmad;5415;Iris-setosa
Matteo;5416;Iris-setosa
Sobhan;5417;Iris-setosa
Andrej;5418;Iris-setosa
Ahmad;5419;Iris-setosa
Matteo;5420;Iris-setosa
Sobhan;5421;Iris-setosa
Andrej;5422;Iris-setosa
Ahmad;5423;Iris-setosa
Matteo;5424;Iris-setosa
Sobhan;5425;Iris-setosa
Andrej;5426;Iris-setosa
Ahmad;5427;Iris-setosa
Matteo;5428;Iris-setosa
Andrej;5430;Iris-setosa
Ahmad;5431;Iris-setosa
Matteo;5432;Iris-setosa
Andrej;5434;Iris-setosa
Ahmad;5435;Iris-setosa
Matteo;5436;Iris-setosa
Sobhan;5437;Iris-setosa
Andrej;5438;Iris-setosa
Ahmad;5439;Iris-setosa
Matteo;5440;Iris-setosa
Sobhan;5441;Iris-setosa
Andrej;5442;Iris-setosa
Ahmad;5443;Iris-setosa
Matteo;5444;Iris-setosa
Sobhan;5445;Iris-setosa
Andrej;5446;Iris-setosa
Matteo;5448;Iris-setosa
Sobhan;5449;Iris-setosa
Andrej;5450;Iris-setosa
Andrej;5462;Iris-versicolor
Matteo;5484;Iris-versicolor
Sobhan;5493;Iris-versicolor
Andrej;5494;Iris-versicolor
Sobhan;5501;Iris-virginica
Andrej;5502;Iris-virginica
Ahmad;5503;Iris-virginica
Matteo;5504;Iris-virginica
Sobhan;5505;Iris-virginica
Andrej;5506;Iris-virginica
Ahmad;5507;Iris-virginica
Matteo;5508;Iris-virginica
Sobhan;5509;Iris-virginica
Andrej;5510;Iris-virginica
Ahmad;5511;Iris-virginica
Matteo;5512;Iris-virginica
Sobhan;5513;Iris-virginica
Andrej;5514;Iris-virginica
Ahmad;5515;Iris-virginica
Matteo;5516;Iris-virginica
Sobhan;5517;Iris-virginica
Andrej;5518;Iris-virginica
Ahmad;5519;Iris-virginica
Sobhan;5521;Iris-virginica
Ahmad;5523;Iris-virginica
Matteo;5524;Iris-virginica
Sobhan;5525;Iris-virginica
Andrej;5526;Iris-virginica
Ahmad;5527;Iris-virginica
Sobhan;5529;Iris-virginica
Andrej;5530;Iris-virginica
Ahmad;5531;Iris-virginica
Matteo;5532;Iris-virginica
Sobhan;5533;Iris-virginica
Andrej;5534;Iris-virginica
Ahmad;5535;Iris-virginica
Matteo;5536;Iris-virginica
Sobhan;5537;Iris-virginica
Andrej;5538;Iris-virginica
Matteo;5540;Iris-virginica
Sobhan;5541;Iris-virginica
Andrej;5542;Iris-virginica
Ahmad;5543;Iris-virginica
Matteo;5544;Iris-virginica
Sobhan;5545;Iris-virginica
Andrej;5546;Iris-virginica
Matteo;5548;Iris-virginica
Sobhan;5549;Iris-virginica
Andrej;5550;Iris-virginica
Sobhan;5551;Iris-setosa
Andrej;5552;Iris-setosa
Ahmad;5553;Iris-setosa
Matteo;5554;Iris-setosa
Sobhan;5555;Iris-setosa
Andrej;5556;Iris-setosa
Ahmad;5557;Iris-setosa
Matteo;5558;Iris-setosa
Sobhan;5559;Iris-setosa
Andrej;5560;Iris-setosa
Ahmad;5561;Iris-setosa
Matteo;5562;Iris-setosa
Sobhan;5563;Iris-setosa
Andrej;5564;Iris-setosa
Ahmad;5565;Iris-setosa
Matteo;5566;Iris-setosa
Sobhan;5567;Iris-setosa
Andrej;5568;Iris-setosa
Ahmad;5569;Iris-setosa
Matteo;5570;Iris-setosa
Sobhan;5571;Iris-setosa
Andrej;5572;Iris-setosa
Ahmad;5573;Iris-setosa
Matteo;5574;Iris-setosa
Sobhan;5575;Iris-setosa
Andrej;5576;Iris-setosa
Ahmad;5577;Iris-setosa
Matteo;5578;Iris-setosa
Sobhan;5579;Iris-setosa
Andrej;5580;Iris-setosa
Ahmad;5581;Iris-setosa
Matteo;5582;Iris-setosa
Andrej;5584;Iris-setosa
Ahmad;5585;Iris-setosa
Sobhan;5587;Iris-setosa
Andrej;5588;Iris-setosa
Ahmad;5589;Iris-setosa
Sobhan;5591;Iris-setosa
Andrej;5592;Iris-setosa
Ahmad;5593;Iris-setosa
Matteo;5594;Iris-setosa
Sobhan;5595;Iris-setosa
Ahmad;5597;Iris-setosa
Matteo;5598;Iris-setosa
Sobhan;5599;Iris-setosa
Andrej;5600;Iris-setosa
Ahmad;5605;Iris-versicolor
Sobhan;5607;Iris-versicolor
Ahmad;5613;Iris-versicolor
Matteo;5614;Iris-versicolor
Matteo;5618;Iris-versicolor
Sobhan;5619;Iris-versicolor
Ahmad;5621;Iris-versicolor
Sobhan;5627;Iris-versicolor
Matteo;5630;Iris-versicolor
Sobhan;5647;Iris-versicolor
Sobhan;5651;Iris-virginica
Andrej;5652;Iris-virginica
Matteo;5654;Iris-virginica
Sobhan;5655;Iris-virginica
Andrej;5656;Iris-virginica
Ahmad;5657;Iris-virginica
Matteo;5658;Iris-virginica
Sobhan;5659;Iris-virginica
Andrej;5660;Iris-virginica
Ahmad;5661;Iris-virginica
Matteo;5662;Iris-virginica
Andrej;5664;Iris-virginica
Ahmad;5665;Iris-virginica
Matteo;5666;Iris-virginica
Sobhan;5667;Iris-virginica
Andrej;5668;Iris-virginica
Ahmad;5669;Iris-virginica
Matteo;5670;Iris-virginica
Sobhan;5671;Iris-virginica
Andrej;5672;Iris-virginica
Ahmad;5673;Iris-virginica
Andrej;5676;Iris-virginica
Ahmad;5677;Iris-virginica
Matteo;5678;Iris-virginica
Sobhan;5679;Iris-virginica
Andrej;5680;Iris-virginica
Ahmad;5681;Iris-virginica
Matteo;5682;Iris-virginica
Sobhan;5683;Iris-virginica
Andrej;5684;Iris-virginica
Ahmad;5685;Iris-virginica
Matteo;5686;Iris-virginica
Sobhan;5687;Iris-virginica
Andrej;5688;Iris-virginica
Ahmad;5689;Iris-virginica
Matteo;5690;Iris-virginica
Sobhan;5691;Iris-virginica
Andrej;5692;Iris-virginica
Ahmad;5693;Iris-virginica
Matteo;5694;Iris-virginica
Sobhan;5695;Iris-virginica
Andrej;5696;Iris-virginica
Ahmad;5697;Iris-virginica
Matteo;5698;Iris-virginica
Sobhan;5699;Iris-virginica
Andrej;5700;Iris-virginica
Sobhan;5701;Iris-setosa
Ahmad;5703;Iris-setosa
Matteo;5704;Iris-setosa
Sobhan;5705;Iris-setosa
Andrej;5706;Iris-setosa
Ahmad;5707;Iris-setosa
Matteo;5708;Iris-setosa
Sobhan;5709;Iris-setosa
Andrej;5710;Iris-setosa
Ahmad;5711;Iris-setosa
Matteo;5712;Iris-setosa
Sobhan;5713;Iris-setosa
Andrej;5714;Iris-setosa
Ahmad;5715;Iris-setosa
Matteo;5716;Iris-setosa
Sobhan;5717;Iris-setosa
Andrej;5718;Iris-setosa
Ahmad;5719;Iris-setosa
Matteo;5720;Iris-setosa
Sobhan;5721;Iris-setosa
Andrej;5722;Iris-setosa
Ahmad;5723;Iris-setosa
Matteo;5724;Iris-setosa
Sobhan;5725;Iris-setosa
Andrej;5726;Iris-setosa
Ahmad;5727;Iris-setosa
Matteo;5728;Iris-setosa
Andrej;5730;Iris-setosa
Ahmad;5731;Iris-setosa
Matteo;5732;Iris-setosa
Sobhan;5733;Iris-setosa
Andrej;5734;Iris-setosa
Ahmad;5735;Iris-setosa
Matteo;5736;Iris-setosa
Sobhan;5737;Iris-setosa
Andrej;5738;Iris-setosa
Ahmad;5739;Iris-setosa
Matteo;5740;Iris-setosa
Sobhan;5741;Iris-setosa
Andrej;5742;Iris-setosa
Ahmad;5743;Iris-setosa
Sobhan;5745;Iris-setosa
Andrej;5746;Iris-setosa
Ahmad;5747;Iris-setosa
Matteo;5748;Iris-setosa
Sobhan;5749;Iris-setosa
Andrej;5750;Iris-setosa
Andrej;5766;Iris-versicolor
Sobhan;5781;Iris-versicolor
Sobhan;5789;Iris-versicolor
Ahmad;5799;Iris-versicolor
Sobhan;5801;Iris-virginica
Andrej;5802;Iris-virginica
Ahmad;5803;Iris-virginica
Matteo;5804;Iris-virginica
Sobhan;5805;Iris-virginica
Andrej;5806;Iris-virginica
Ahmad;5807;Iris-virginica
Matteo;5808;Iris-virginica
Sobhan;5809;Iris-virginica
Andrej;5810;Iris-virginica
Ahmad;5811;Iris-virginica
Matteo;5812;Iris-virginica
Andrej;5814;Iris-virginica
Ahmad;5815;Iris-virginica
Matteo;5816;Iris-virginica
Sobhan;5817;Iris-virginica
Andrej;5818;Iris-virginica
Ahmad;5819;Iris-virginica
Matteo;5820;Iris-virginica
Sobhan;5821;Iris-virginica
Andrej;5822;Iris-virginica
Ahmad;5823;Iris-virginica
Sobhan;5825;Iris-virginica
Andrej;5826;Iris-virginica
Ahmad;5827;Iris-virginica
Matteo;5828;Iris-virginica
Sobhan;5829;Iris-virginica
Andrej;5830;Iris-virginica
Ahmad;5831;Iris-virginica
Matteo;5832;Iris-virginica
Sobhan;5833;Iris-virginica
Andrej;5834;Iris-virginica
Ahmad;5835;Iris-virginica
Andrej;5838;Iris-virginica
Ahmad;5839;Iris-virginica
Matteo;5840;Iris-virginica
Sobhan;5841;Iris-virginica
Andrej;5842;Iris-virginica
Ahmad;5843;Iris-virginica
Matteo;5844;Iris-virginica
Sobhan;5845;Iris-virginica
Andrej;5846;Iris-virginica
Ahmad;5847;Iris-virginica
Matteo;5848;Iris-virginica
Sobhan;5849;Iris-virginica
Andrej;5850;Iris-virginica
Sobhan;5851;Iris-setosa
Ahmad;5853;Iris-setosa
Matteo;5854;Iris-setosa
Sobhan;5855;Iris-setosa
Andrej;5856;Iris-setosa
Ahmad;5857;Iris-setosa
Matteo;5858;Iris-setosa
Sobhan;5859;Iris-setosa
Ahmad;5861;Iris-setosa
Matteo;5862;Iris-setosa
Sobhan;5863;Iris-setosa
Ahmad;5865;Iris-setosa
Matteo;5866;Iris-setosa
Andrej;5868;Iris-setosa
Ahmad;5869;Iris-setosa
Matteo;5870;Iris-setosa
Andrej;5872;Iris-setosa
Ahmad;5873;Iris-setosa
Matteo;5874;Iris-setosa
Andrej;5876;Iris-setosa
Ahmad;5877;Iris-setosa
Matteo;5878;Iris-setosa
Sobhan;5879;Iris-setosa
Ahmad;5881;Iris-setosa
Matteo;5882;Iris-setosa
Sobhan;5883;Iris-setosa
Andrej;5884;Iris-setosa
Ahmad;5885;Iris-setosa
Matteo;5886;Iris-setosa
Sobhan;5887;Iris-setosa
Andrej;5888;Iris-setosa
Ahmad;5889;Iris-setosa
Matteo;5890;Iris-setosa
Sobhan;5891;Iris-setosa
Andrej;5892;Iris-setosa
Ahmad;5893;Iris-setosa
Sobhan;5895;Iris-setosa
Andrej;5896;Iris-setosa
Ahmad;5897;Iris-setosa
Sobhan;5899;Iris-setosa
Andrej;5900;Iris-setosa
Sobhan;5911;Iris-versicolor
Ahmad;5913;Iris-versicolor
Sobhan;5915;Iris-versicolor
Andrej;5932;Iris-versicolor
Matteo;5934;Iris-versicolor
Ahmad;5941;Iris-versicolor
Sobhan;5951;Iris-virginica
Andrej;5952;Iris-virginica
Ahmad;5953;Iris-virginica
Matteo;5954;Iris-virginica
Sobhan;5955;Iris-virginica
Andrej;5956;Iris-virginica
Ahmad;5957;Iris-virginica
Matteo;5958;Iris-virginica
Sobhan;5959;Iris-virginica
Andrej;5960;Iris-virginica
Ahmad;5961;Iris-virginica
Matteo;5962;Iris-virginica
Sobhan;5963;Iris-virginica
Andrej;5964;Iris-virginica
Ahmad;5965;Iris-virginica
Matteo;5966;Iris-virginica
Sobhan;5967;Iris-virginica
Andrej;5968;Iris-virginica
Ahmad;5969;Iris-virginica
Matteo;5970;Iris-virginica
Sobhan;5971;Iris-virginica
Andrej;5972;Iris-virginica
Ahmad;5973;Iris-virginica
Matteo;5974;Iris-virginica
Sobhan;5975;Iris-virginica
Andrej;5976;Iris-virginica
Ahmad;5977;Iris-virginica
Matteo;5978;Iris-virginica
Sobhan;5979;Iris-virginica
Andrej;5980;Iris-virginica
Ahmad;5981;Iris-virginica
Matteo;5982;Iris-virginica
Sobhan;5983;Iris-virginica
Andrej;5984;Iris-virginica
Ahmad;5985;Iris-virginica
Matteo;5986;Iris-virginica
Sobhan;5987;Iris-virginica
Andrej;5988;Iris-virginica
Ahmad;5989;Iris-virginica
Matteo;5990;Iris-virginica
Sobhan;5991;Iris-virginica
Andrej;5992;Iris-virginica
Ahmad;5993;Iris-virginica
Matteo;5994;Iris-virginica
Sobhan;5995;Iris-virginica
Ahmad;5997;Iris-virginica
Matteo;5998;Iris-virginica
Sobhan;5999;Iris-virginica
Andrej;6000;Iris-virginica
Sobhan;6001;Iris-setosa
Andrej;6002;Iris-setosa
Ahmad;6003;Iris-setosa
Matteo;6004;Iris-setosa
Sobhan;6005;Iris-setosa
Andrej;6006;Iris-setosa
Ahmad;6007;Iris-setosa
Sobhan;6009;Iris-setosa
Andrej;6010;Iris-setosa
Ahmad;6011;Iris-setosa
Matteo;6012;Iris-setosa
Andrej;6014;Iris-setosa
Ahmad;6015;Iris-setosa
Matteo;6016;Iris-setosa
Sobhan;6017;Iris-setosa
Andrej;6018;Iris-setosa
Ahmad;6019;Iris-setosa
Matteo;6020;Iris-setosa
Sobhan;6021;Iris-setosa
Matteo;6024;Iris-setosa
Sobhan;6025;Iris-setosa
Andrej;6026;Iris-setosa
Ahmad;6027;Iris-setosa
Matteo;6028;Iris-setosa
Sobhan;6029;Iris-setosa
Andrej;6030;Iris-setosa
Ahmad;6031;Iris-setosa
Matteo;6032;Iris-setosa
Sobhan;6033;Iris-setosa
Andrej;6034;Iris-setosa
Ahmad;6035;Iris-setosa
Matteo;6036;Iris-setosa
Sobhan;6037;Iris-setosa
Ahmad;6039;Iris-setosa
Matteo;6040;Iris-setosa
Sobhan;6041;Iris-setosa
Ahmad;6043;Iris-setosa
Matteo;6044;Iris-setosa
Sobhan;6045;Iris-setosa
Andrej;6046;Iris-setosa
Ahmad;6047;Iris-setosa
Matteo;6048;Iris-setosa
Sobhan;6049;Iris-setosa
Andrej;6050;Iris-setosa
Ahmad;6059;Iris-versicolor
Andrej;6062;Iris-versicolor
Andrej;6078;Iris-versicolor
Ahmad;6079;Iris-versicolor
Ahmad;6083;Iris-versicolor
Sobhan;6085;Iris-versicolor
Matteo;6088;Iris-versicolor
Sobhan;6093;Iris-versicolor
Ahmad;6095;Iris-versicolor
Andrej;6098;Iris-versicolor
Sobhan;6101;Iris-virginica
Andrej;6102;Iris-virginica
Ahmad;6103;Iris-virginica
Sobhan;6105;Iris-virginica
Andrej;6106;Iris-virginica
Ahmad;6107;Iris-virginica
Matteo;6108;Iris-virginica
Ahmad;6111;Iris-virginica
Matteo;6112;Iris-virginica
Sobhan;6113;Iris-virginica
Andrej;6114;Iris-virginica
Ahmad;6115;Iris-virginica
Matteo;6116;Iris-virginica
Sobhan;6117;Iris-virginica
Ahmad;6119;Iris-virginica
Matteo;6120;Iris-virginica
Sobhan;6121;Iris-virginica
Andrej;6122;Iris-virginica
Matteo;6124;Iris-virginica
Sobhan;6125;Iris-virginica
Andrej;6126;Iris-virginica
Ahmad;6127;Iris-virginica
Andrej;6130;Iris-virginica
Ahmad;6131;Iris-virginica
Matteo;6132;Iris-virginica
Sobhan;6133;Iris-virginica
Andrej;6134;Iris-virginica
Ahmad;6135;Iris-virginica
Matteo;6136;Iris-virginica
Sobhan;6137;Iris-virginica
Andrej;6138;Iris-virginica
Ahmad;6139;Iris-virginica
Matteo;6140;Iris-virginica
Sobhan;6141;Iris-virginica
Andrej;6142;Iris-virginica
Ahmad;6143;Iris-virginica
Matteo;6144;Iris-virginica
Sobhan;6145;Iris-virginica
Andrej;6146;Iris-virginica
Ahmad;6147;Iris-virginica
Matteo;6148;Iris-virginica
Sobhan;6149;Iris-virginica
Andrej;6150;Iris-virginica
Sobhan;6151;Iris-setosa
Andrej;6152;Iris-setosa
Ahmad;6153;Iris-setosa
Matteo;6154;Iris-setosa
Sobhan;6155;Iris-setosa
Andrej;6156;Iris-setosa
Matteo;6158;Iris-setosa
Sobhan;6159;Iris-setosa
Andrej;6160;Iris-setosa
Ahmad;6161;Iris-setosa
Matteo;6162;Iris-setosa
Sobhan;6163;Iris-setosa
Ahmad;6165;Iris-setosa
Matteo;6166;Iris-setosa
Andrej;6168;Iris-setosa
Ahmad;6169;Iris-setosa
Matteo;6170;Iris-setosa
Sobhan;6171;Iris-setosa
Andrej;6172;Iris-setosa
Ahmad;6173;Iris-setosa
Sobhan;6175;Iris-setosa
Andrej;6176;Iris-setosa
Ahmad;6177;Iris-setosa
Matteo;6178;Iris-setosa
Sobhan;6179;Iris-setosa
Andrej;6180;Iris-setosa
Ahmad;6181;Iris-setosa
Matteo;6182;Iris-setosa
Sobhan;6183;Iris-setosa
Andrej;6184;Iris-setosa
Ahmad;6185;Iris-setosa
Matteo;6186;Iris-setosa
Sobhan;6187;Iris-setosa
Andrej;6188;Iris-setosa
Ahmad;6189;Iris-setosa
Matteo;6190;Iris-setosa
Sobhan;6191;Iris-setosa
Andrej;6192;Iris-setosa
Ahmad;6193;Iris-setosa
Sobhan;6195;Iris-setosa
Andrej;6196;Iris-setosa
Ahmad;6197;Iris-setosa
Matteo;6198;Iris-setosa
Andrej;6200;Iris-setosa
Matteo;6202;Iris-versicolor
Sobhan;6207;Iris-versicolor
Ahmad;6217;Iris-versicolor
Sobhan;6219;Iris-versicolor
Sobhan;6235;Iris-versicolor
Andrej;6240;Iris-versicolor
Matteo;6242;Iris-versicolor
Andrej;6244;Iris-versicolor
Ahmad;6245;Iris-versicolor
Sobhan;6251;Iris-virginica
Andrej;6252;Iris-virginica
Ahmad;6253;Iris-virginica
Matteo;6254;Iris-virginica
Sobhan;6255;Iris-virginica
Andrej;6256;Iris-virginica
Matteo;6258;Iris-virginica
Sobhan;6259;Iris-virginica
Andrej;6260;Iris-virginica
Ahmad;6261;Iris-virginica
Matteo;6262;Iris-virginica
Sobhan;6263;Iris-virginica
Andrej;6264;Iris-virginica
Ahmad;6265;Iris-virginica
Sobhan;6267;Iris-virginica
Andrej;6268;Iris-virginica
Ahmad;6269;Iris-virginica
Matteo;6270;Iris-virginica
Sobhan;6271;Iris-virginica
Andrej;6272;Iris-virginica
Ahmad;6273;Iris-virginica
Matteo;6274;Iris-virginica
Sobhan;6275;Iris-virginica
Andrej;6276;Iris-virginica
Ahmad;6277;Iris-virginica
Matteo;6278;Iris-virginica
Sobhan;6279;Iris-virginica
Andrej;6280;Iris-virginica
Ahmad;6281;Iris-virginica
Matteo;6282;Iris-virginica
Sobhan;6287;Iris-virginica
Andrej;6288;Iris-virginica
Ahmad;6289;Iris-virginica
Matteo;6290;Iris-virginica
Sobhan;6291;Iris-virginica
Ahmad;6293;Iris-virginica
Matteo;6294;Iris-virginica
Sobhan;6295;Iris-virginica
Ahmad;6297;Iris-virginica
Matteo;6298;Iris-virginica
Sobhan;6299;Iris-virginica
Sobhan;6301;Iris-setosa
Andrej;6302;Iris-setosa
Ahmad;6303;Iris-setosa
Matteo;6304;Iris-setosa
Andrej;6306;Iris-setosa
Ahmad;6307;Iris-setosa
Matteo;6308;Iris-setosa
Sobhan;6309;Iris-setosa
Andrej;6310;Iris-setosa
Ahmad;6311;Iris-setosa
Matteo;6312;Iris-setosa
Sobhan;6313;Iris-setosa
Andrej;6314;Iris-setosa
Ahmad;6315;Iris-setosa
Matteo;6316;Iris-setosa
Sobhan;6317;Iris-setosa
Andrej;6318;Iris-setosa
Ahmad;6319;Iris-setosa
Matteo;6320;Iris-setosa
Sobhan;6321;Iris-setosa
Andrej;6322;Iris-setosa
Ahmad;6323;Iris-setosa
Matteo;6324;Iris-setosa
Sobhan;6325;Iris-setosa
Andrej;6326;Iris-setosa
Ahmad;6327;Iris-setosa
Matteo;6328;Iris-setosa
Sobhan;6329;Iris-setosa
Andrej;6330;Iris-setosa
Ahmad;6331;Iris-setosa
Matteo;6332;Iris-setosa
Sobhan;6333;Iris-setosa
Andrej;6334;Iris-setosa
Ahmad;6335;Iris-setosa
Matteo;6336;Iris-setosa
Sobhan;6337;Iris-setosa
Andrej;6338;Iris-setosa
Ahmad;6339;Iris-setosa
Matteo;6340;Iris-setosa
Andrej;6342;Iris-setosa
Ahmad;6343;Iris-setosa
Matteo;6344;Iris-setosa
Sobhan;6345;Iris-setosa
Andrej;6346;Iris-setosa
Ahmad;6347;Iris-setosa
Matteo;6348;Iris-setosa
Sobhan;6349;Iris-setosa
Ahmad;6351;Iris-versicolor
Matteo;6360;Iris-versicolor
Matteo;6364;Iris-versicolor
Ahmad;6371;Iris-versicolor
Sobhan;6373;Iris-versicolor
Matteo;6380;Iris-versicolor
Sobhan;6385;Iris-versicolor
Ahmad;6399;Iris-versicolor
Sobhan;6401;Iris-virginica
Andrej;6402;Iris-virginica
Ahmad;6403;Iris-virginica
Matteo;6404;Iris-virginica
Sobhan;6405;Iris-virginica
Andrej;6406;Iris-virginica
Ahmad;6407;Iris-virginica
Matteo;6408;Iris-virginica
Sobhan;6409;Iris-virginica
Andrej;6410;Iris-virginica
Sobhan;6413;Iris-virginica
Ahmad;6415;Iris-virginica
Matteo;6416;Iris-virginica
Sobhan;6417;Iris-virginica
Andrej;6418;Iris-virginica
Ahmad;6419;Iris-virginica
Matteo;6420;Iris-virginica
Sobhan;6421;Iris-virginica
Andrej;6422;Iris-virginica
Ahmad;6423;Iris-virginica
Matteo;6424;Iris-virginica
Sobhan;6425;Iris-virginica
Andrej;6426;Iris-virginica
Ahmad;6427;Iris-virginica
Matteo;6428;Iris-virginica
Sobhan;6429;Iris-virginica
Andrej;6430;Iris-virginica
Ahmad;6431;Iris-virginica
Matteo;6432;Iris-virginica
Sobhan;6433;Iris-virginica
Andrej;6434;Iris-virginica
Ahmad;6435;Iris-virginica
Matteo;6436;Iris-virginica
Sobhan;6437;Iris-virginica
Ahmad;6439;Iris-virginica
Matteo;6440;Iris-virginica
Sobhan;6441;Iris-virginica
Andrej;6442;Iris-virginica
Ahmad;6443;Iris-virginica
Matteo;6444;Iris-virginica
Sobhan;6445;Iris-virginica
Andrej;6446;Iris-virginica
Matteo;6448;Iris-virginica
Sobhan;6449;Iris-virginica
Andrej;6450;Iris-virginica
Sobhan;6451;Iris-setosa
Andrej;6452;Iris-setosa
Ahmad;6453;Iris-setosa
Matteo;6454;Iris-setosa
Sobhan;6455;Iris-setosa
Andrej;6456;Iris-setosa
Ahmad;6457;Iris-setosa
Andrej;6460;Iris-setosa
Ahmad;6461;Iris-setosa
Matteo;6462;Iris-setosa
Andrej;6464;Iris-setosa
Matteo;6466;Iris-setosa
Sobhan;6467;Iris-setosa
Andrej;6468;Iris-setosa
Ahmad;6469;Iris-setosa
Matteo;6470;Iris-setosa
Andrej;6472;Iris-setosa
Ahmad;6473;Iris-setosa
Matteo;6474;Iris-setosa
Sobhan;6475;Iris-setosa
Andrej;6476;Iris-setosa
Ahmad;6477;Iris-setosa
Matteo;6478;Iris-setosa
Sobhan;6479;Iris-setosa
Andrej;6480;Iris-setosa
Ahmad;6481;Iris-setosa
Matteo;6482;Iris-setosa
Andrej;6484;Iris-setosa
Ahmad;6485;Iris-setosa
Matteo;6486;Iris-setosa
Andrej;6488;Iris-setosa
Matteo;6490;Iris-setosa
Sobhan;6491;Iris-setosa
